company,job_title,location,posted_date,stipend
BrandBiz.Club,Business Development Associate,Work from home,,"₹ 3,00,000"
Biyani Automobiles,Field Sales Executive,Indore,,"₹ 2,00,000 - 3,00,000"
Ayessha  Aga,Senior Graphic Designer,Pune,,"₹ 2,00,000"
Doff Estates And Consultants Private Limited,Business Development Executive,Kolkata,,"₹ 2,04,000 - 3,60,000"
Vinay Kumar G S,Cook/Helper/Counter Sales,Mumbai,,"₹ 2,00,000 - 2,30,000"
The Product Engines,Associate Content Writer,Hyderabad,,"₹ 2,00,000 - 3,50,000"
Finbot Private Limited,Business Development Executive,Hyderabad,,"₹ 3,00,000"
PlanetSpark,Virtual English Teacher,Work from home,,"₹ 4,50,000 - 6,00,000"
PlanetSpark,Online English Teacher - Part Time,Work from home,,"₹ 4,50,000 - 6,00,000"
Mizu Izakaya,Commis Pastry Chef,Mumbai,,"₹ 2,16,000 - 3,50,000"
Elevolt By Deepcab,Digital Marketing Executive,Noida,,"₹ 2,00,000 - 2,75,000"
Senior World,Customer Service Executive - Technical,Gurgaon,,"₹ 2,40,000 - 3,00,000"
Millennium Money Finance,Finance Specialist,Mumbai,,"₹ 2,00,000 - 2,50,000"
Indian Institute Of Science (IISc) Bangalore,Senior Marketing And Communication Manager,Bangalore,,"₹ 7,00,000 - 8,00,000"
Parkhi Bind,Full Stack Developer,Gurgaon,,"₹ 5,00,000 - 7,00,000"
Singam Anil,Associate Video Editor,Work from home,,"₹ 3,00,000 - 6,00,000"
Horizon Insitute Of Import & Export Management,Business Development Executive,Ahmedabad,,"₹ 2,00,000"
"PEM Strategy (Riyadh, Saudi Arabia)",Project Manager - Operations,Work from home,,"₹ 5,00,000 - 9,00,000"
Stratify Consultants,Behavioral Therapist,Thane,,"₹ 2,00,000 - 2,10,000"
PlanetSpark,Business Development Executive,Gurgaon,,"₹ 6,50,000 - 7,50,000"
PlanetSpark,Business Development Associate,Delhi,,"₹ 6,50,000 - 7,50,000"
PlanetSpark,Revenue Growth Associate,Delhi,,"₹ 6,50,000 - 7,50,000"
The Earth Collective,Graphic Designer,Kolkata,,"₹ 2,00,000 - 2,10,000"
Ralph Ryker Learning Pvt Ltd,Corporate Sales Executive,Mumbai,,"₹ 2,00,000 - 3,00,000"
Zansys Technologies,Business Development Executive,Work from home,,"₹ 3,00,000"
QA Solvers,Academic Content Expert- Advance Mathematics,Varanasi,,"₹ 2,00,000"
The Agency Source,Customer Engagement Specialist,Delhi,,"₹ 2,75,000"
Mindenious Edutech,Business Development Executive,Bangalore,,"₹ 4,00,000 - 6,00,000"
The Agency Source,Client Success Manager,Delhi,,"₹ 2,75,000"
BLOWMECH,Digital Marketing Manager,Bangalore,,"₹ 3,60,000 - 4,20,000"
Expansion Desk,Data Mining Executive,Chandigarh,,"₹ 2,00,000 - 2,20,000"
Asap IFM Services India Private Limited,Junior Telecaller,Gurgaon,,"₹ 2,00,000 - 2,00,001"
Break The Code,Junior Motion Graphics Associate,Mumbai,,"₹ 2,00,000 - 3,00,000"
Silaris Information Private Limited,Telecaller,Delhi,,"₹ 2,00,000"
Vaco Binary Semantics LLP,Field Sales Executive,Work from home,,"₹ 2,50,000 - 2,76,000"
JOSHI AUTOZONE PRIVATE LIMITED,Digital Marketing Executive,Chandigarh,,"₹ 2,40,000 - 3,00,000"
Innodata India Private Limited,Data Analyst,Work from home,,"₹ 3,00,000 - 6,00,000"
Ghar Foods,Content Creator,Ghaziabad,,"₹ 2,00,000 - 3,00,000"
Eumax India Pvt Ltd,Business Development Executive,Chennai,,"₹ 2,50,000 - 3,00,000"
ECHO,Corporate Sales Executive,Gurgaon,,"₹ 2,00,000 - 3,00,000"
24Frames Digital,Sr. Event Planner,Mumbai,,"₹ 3,00,000 - 9,00,000"
Kraftshala,Business Development Associate,Delhi,,"₹ 6,00,000 - 9,00,000"
Sureti Insurance Marketing Private Limited (Sureti IMF),Human Resources (HR) Associate,Coimbatore,,"₹ 3,00,000 - 3,50,000"
Utkarsh Global Foundation,Executive Assistant,Mumbai,,"₹ 4,80,000 - 5,40,000"
Traveloi Holiday India Private Limited,Junior Travel & Tourism Specialist,Noida,,"₹ 2,40,000 - 3,60,000"
RewardWise,Talent Acquisition Specialist,Indore,,"₹ 4,00,000 - 6,00,000"
Prashant Bharti,Junior Recruiter,Ahmedabad,,"₹ 2,50,000 - 3,50,000"
Nishi  Madaan,Junior Fashion Designer,Hyderabad,,"₹ 2,00,000"
AMS India,Design Executive - Colour Idea And Store,Mumbai,,"₹ 2,00,000 - 3,50,000"
Big Bulls,HR Admin & Trainer,Chennai,,"₹ 8,00,000 - 10,00,000"
CloudBird Digital Private Limited,Faculty-IIT/JEE (PCMB),Noida,,"₹ 15,00,000 - 20,00,000"
S EMPIRE EXIM PVT LTD,Manager,Thane,,"₹ 2,00,000"
Big Bulls,Capital Market Trainer,Chennai,,"₹ 5,00,000 - 8,00,000"
Lloyd Harrington Australia Proprietary Limited,Junior - Interior Design & Property Management,Work from home,,"₹ 2,00,000 - 2,40,000"
EVERDION,Accountant,Gurgaon,,"₹ 2,40,000"
Homeless Care Foundation,Donor Relationship Executive,Delhi,,"₹ 2,16,000 - 2,40,000"
RapidCrew Solutions Private Limited,US Sales Associate,Ahmedabad,,"₹ 2,00,000 - 4,00,000"
Raghvendra Singh,Android App Developer,Gurgaon,,"₹ 2,00,000 - 2,40,000"
Yogesh Surwase,Sales And Marketing Specialist,Pune,,"₹ 3,60,000 - 6,00,000"
Alka Tomar,Digital Marketing Executive,Delhi,,"₹ 2,00,000 - 2,50,000"
Nita Samal,Field Sales Executive,Pune,,"₹ 2,00,000 - 2,40,000"
NextGen Stock Solutions Pvt Ltd,Junior Telecaller,Chennai,,"₹ 2,00,000 - 2,00,001"
Gharpayy,Business Operation Associate,Koramangala,,"₹ 2,40,000 - 3,60,000"
Gharpayy,Account Manager (Accommodation),Koramangala,,"₹ 2,40,000 - 3,60,000"
TTIICE Computer Academy Pvt. Ltd.,Senior Telecaller,Work from home,,"₹ 2,50,000 - 3,00,000"
Kartify,Junior Videographer,Work from home,,"₹ 2,00,000 - 3,00,000"
School Of Bollywood Music,Corporate Sales Executive,Mumbai,,"₹ 2,40,000 - 4,50,000"
Belsi Retail Private Limited,Fashion Designer,Bangalore,,"₹ 3,00,000 - 6,00,000"
Markon Lifecare PVT. LTD.,HR & Admin Executive,Rajkot,,"₹ 2,00,000 - 2,40,000"
North East Reality,Business Development Executive,Hebbal B,,"₹ 2,00,000 - 2,40,000"
Big Bulls,Finance Specialist,Chennai,,"₹ 5,00,000 - 8,00,000"
Ecollat,Copywriter,Delhi,,"₹ 2,60,000 - 3,30,000"
Eleven Dice Digital,Google Ads Specialist,Work from home,,"₹ 2,00,000 - 3,00,000"
Aneel Lasod And Associates,Finance Associate,Mumbai,,"₹ 2,00,000 - 3,00,000"
KEY SKILLS HUB,Telecaller,Work from home,,"₹ 2,00,000 - 5,00,000"
Impetus Infosolutions,Inside Sales Executive,Pune,,"₹ 2,00,000 - 2,10,000"
Rete BPO Services Pvt. Ltd.,Graphic Designer,Work from home,,"₹ 2,00,000 - 3,60,000"
Big Bulls,Marketing Specialist,Bangalore,,"₹ 6,00,000 - 10,00,000"
Apsara Gifts,Youtube Channel And Instagram Manager,Bangalore,,"₹ 2,50,000 - 3,00,000"
Big Bulls,Business Development Associate,Delhi,,"₹ 5,00,000 - 8,00,000"
Hidecible Office Systems,Inside Sales (Cyber Security),Work from home,,"₹ 2,00,000 - 3,00,000"
SkoolOfCode,Full Stack Developer,Work from home,,"₹ 6,00,000 - 10,00,000"
KITDOR,E-commerce Operations Management,Mumbai,,"₹ 2,00,000 - 3,60,000"
Asset Amplifiers,Senior Telecaller,Gurgaon,,"₹ 3,00,000 - 4,00,000"
"Boxing Fitness By Tony Jeffries (Melbourne, Australia)",Senior Video Editor,Work from home,,"$ 7,000 - 15,000"
PlanetSpark,English Tutor (WFH),Work from home,,"₹ 4,50,000 - 6,00,000"
Shruti Sharma,Field Sales Executive,Noida,,"₹ 2,00,000 - 3,00,000"
BeMotion Media,Junior Search Engine Optimization (SEO) Executive,Surat,,"₹ 2,00,000 - 2,36,000"
Examrewards.com,Field Sales Executive,Work from home,,"₹ 2,00,000"
Toposel,Junior Digital Marketing Associate,Work from home,,"₹ 2,00,000 - 2,16,000"
Franchise Alpha,Business Development Executive,Chennai,,"₹ 3,60,000 - 4,80,000"
EHobby,"Online Mathematics, English And Coding Teacher",Work from home,,"₹ 2,00,000"
Volody Products Private Limited,Business Development Associate,Mumbai,,"₹ 2,00,000 - 4,00,000"
Futtek Global Pvt. Ltd.,Sales Cordinator,Hyderabad,,"₹ 2,16,000 - 3,00,000"
Younoh Media,Counter Sales Person At Cafe,Navi Mumbai,,"₹ 2,00,000"
Grace Occasions,Administration Associate,Mumbai,,"₹ 2,00,000"
Eksure Insurance Brokers Private Limited,Associate Chartered Accountant (CA),Mumbai,,"₹ 2,00,000 - 4,00,000"
Santa Eventz And Exhibitions Private Limited,Human Resources (HR) Manager,Chennai,,"₹ 10,00,000 - 12,00,000"
The Language X,Telecaller,Work from home,,"₹ 2,00,000 - 3,50,000"
Nikita Bansal,Instagram Reel Content Creator (Womens Health),Work from home,,"₹ 2,00,000 - 3,50,000"
Marketly Wiser,React Native Frontend App Developer,Work from home,,"₹ 3,00,000 - 6,00,000"
GullySales Private Limited,Business Development Executive,Bangalore,,"₹ 2,00,000 - 2,40,000"
Dydx,Business Development Manager,Work from home,,"₹ 2,00,000 - 2,10,000"
Pert,Junior Video Editor,Hyderabad,,"₹ 3,00,000 - 3,50,000"
Sustenance Marketplace Private Limited,Digital Marketing Associate,Chennai,,"₹ 2,00,000 - 3,00,000"
Clickkerspot,Business Development Executive,Mumbai,,"₹ 2,00,000 - 2,60,000"
HanviTec Solutions,Associate Content Writer,Work from home,,"₹ 2,00,000 - 3,00,000"
Access Livelihoods,Associate Chartered Accountant (CA),Hyderabad,,"₹ 6,00,000 - 8,00,000"
NexGen,Customer Relationship Manager,Delhi,,"₹ 2,00,000 - 4,00,000"
Krishna Automobiles,Sales Associate,Chandigarh,,"₹ 2,40,000 - 3,60,000"
Wezo Technologies,Business Development Specialist,Kanpur,,"₹ 2,00,000 - 2,50,000"
Ikshaa,Corporate Sales Executive,Work from home,,"₹ 2,00,000 - 3,50,000"
Liyans Commerce Private Limited,Junior Media & Public Relations (PR) Associate,Kolkata,,"₹ 2,40,000 - 3,60,000"
Sarita Die Works Private Limited,HR Admin Executive,Navi Mumbai,,"₹ 2,00,000"
Oriental Consultants,Junior Talent Acquisition Executive,Work from home,,"₹ 2,00,000 - 2,40,000"
IntelliTicks Technologies Private Limited,Sales Development Representative (UK Shift),Gurgaon,,"₹ 3,00,000 - 5,00,000"
Eduminatti,Graphic Designer,Dehradun,,"₹ 2,00,000 - 2,40,000"
Meena Ki Awaaz,Journalist,Work from home,,"₹ 2,00,000"
Water Town Swim School,Marketing Manager,Delhi,,"₹ 3,00,000 - 6,00,000"
Clayco Cosmetics Pvt. Ltd,Customer Acquisition Associate,Work from home,,"₹ 2,00,000 - 2,50,000"
AIM Scientific,Computer Operator Cum Office Assistant,Delhi,,"₹ 2,00,000 - 2,25,000"
Akiko Global Services Private Limited,Telecaller,Delhi,,"₹ 2,00,000"
Flukesys Global Private Limited,Field Sales Officer,Faridabad,,"₹ 2,00,000 - 3,00,000"
Bibhakar & Sons Private Limited,Social Media & SEO Maverick,Work from home,,"₹ 2,00,000"
Anantha Bodhi Mind Care,Staff Nurse,Coimbatore,,"₹ 2,16,000 - 2,40,000"
Recex.co,Associate Telecaller,Ranchi,,"₹ 2,00,000 - 2,50,000"
Vicharak Computers LLP,Linux Kernel Developer,Surat,,"₹ 4,00,000 - 6,00,000"
Vicharak Computers LLP,Systems Software Developer,Surat,,"₹ 4,00,000 - 7,00,000"
Vicharak Computers LLP,FPGA Developer,Surat,,"₹ 4,00,000 - 7,00,000"
Stratify Consultants,Behavioural Therapist-1,Ambernath,,"₹ 2,00,000 - 2,40,000"
Sasyaka Engineering Solutions Private Limited,Electronics Engineer,Bangalore,,"₹ 2,40,000 - 4,20,000"
CoverYou,Corporate Sales Executive,Delhi,,"₹ 3,50,000 - 4,50,000"
Indo Frames,Corporate Sales Executive,Faridabad,,"₹ 2,00,000 - 5,00,000"
Pawan Brij Gupta And Co LLP,Senior Accountant,Dehradun,,"₹ 2,00,000 - 3,25,000"
Gharpayy,Housing Account Manager,Koramangala,,"₹ 2,40,000 - 3,60,000"
Pawzz Foundation,Social Media Marketing Executive,Gurgaon,,"₹ 3,00,000 - 5,00,000"
eigoPaathshala,ESL Teacher (English Teacher),Ahmedabad,,"₹ 7,00,000 - 8,00,000"
Gharpayy,Market Growth Specialist,Koramangala,,"₹ 2,40,000 - 3,40,000"
Gharpayy,Sales Performance Analyst,Koramangala,,"₹ 2,40,000 - 3,60,000"
Wehire Talent Solutions,Nepali And English Translator,Work from home,,"₹ 4,00,000 - 5,20,000"
Wehire Talent Solutions,Tamil And English Language Interpreter,Work from home,,"₹ 4,00,000 - 5,20,000"
Gharpayy,Revenue Growth Manager,Koramangala,,"₹ 2,40,000 - 3,60,000"
Gharpayy,Corporate Sales Specialist,Koramangala,,"₹ 2,40,000 - 3,60,000"
Gharpayy,Commercial Optimization Expert,Koramangala,,"₹ 2,40,000 - 3,60,000"
BeyondChats,Frontend Web Developer,Work from home,,"₹ 5,00,000 - 8,40,000"
Cosmos Staffing Solutions,Business Development Associate,Mumbai,,"₹ 5,00,000 - 6,00,000"
Zigsaw Consultancy,Technical Documentation Executive,Ankleshwar,,"₹ 2,50,000 - 3,00,000"
Emovur,React JS Frontend Developer,Bangalore,,"₹ 2,00,000 - 3,00,000"
Doshion Environment Water Solution,O&M Engineer,Jharsuguda,,"₹ 5,60,000 - 9,60,000"
Step Up,Graphic Designer,Mumbai,,"₹ 2,00,000 - 3,00,000"
Softnoesis Pvt. Ltd.,Administration Executive,Surat,,"₹ 2,00,000 - 2,40,000"
Quantazone,Business Development Representative,Work from home,,"₹ 2,70,000 - 4,20,000"
DeepThought Edutech Ventures Private Limited,Storytelling Associate,Work from home,,"₹ 3,00,000 - 4,00,000"
The Agency Source,Data Sourcing Executive,Delhi,,"₹ 2,00,000 - 2,00,001"
Track Tech Solution,PHP Developer,Coimbatore,,"₹ 3,00,000 - 5,00,000"
SkillGenic Academy,Client Acquisition Associate,Indore,,"₹ 3,00,000 - 5,00,000"
SkillGenic Academy,Human Resources (HR) Executive,Indore,,"₹ 3,00,000 - 5,00,000"
Maltar Services Private Limited,Corporate Sales Associate,Indore,,"₹ 2,00,000 - 3,00,000"
Sterlingwhiz Solutions Private Limited,Back Office Operations Associate,Hyderabad,,"₹ 3,00,000 - 3,60,000"
LawSikho,Academic Counsellor,Noida,,"₹ 3,60,000 - 4,80,000"
B. D. Industries (India) Private Limited,Corporate Sales Executive,Mumbai,,"₹ 2,50,000"
Premier Carworld Private Limited,Field Sales Executive,Kolkata,,"₹ 2,00,000 - 2,20,000"
Steelez,Business Development Executive,Chennai,,"₹ 2,00,000 - 8,00,000"
Sumit  Mishra,Corporate Sales Manager,Noida,,"₹ 2,00,000 - 3,00,000"
SOCIETY FIRST,Client Relationship Executive,Pune,,"₹ 2,40,000 - 3,50,000"
Rupali Badar,Business Development Executive,Pune,,"₹ 2,00,000 - 4,00,000"
MAS Financial,Talent Acquisition Associate,Ahmedabad,,"₹ 3,00,000 - 5,50,000"
Hindustan Recruitment,Human Resources (HR) Executive,Delhi,,"₹ 2,00,000"
Corp Placements,Digital Marketing Associate,Bangalore,,"₹ 3,00,000 - 4,00,000"
Dioz Group,Marketing/Customer Relations Representative,Work from home,,"₹ 2,00,000 - 2,50,000"
Cosmos Staffing Solutions,Corporate Sales Associate,Jaipur,,"₹ 2,00,000 - 2,30,000"
Wayspire Ed-Tech Private Limited,Growth Executive,Bangalore,,"₹ 3,00,000 - 7,00,000"
Archishtech Solutions,Business Development Executive,Bangalore,,"₹ 2,00,000 - 2,10,000"
Wayspire Ed-Tech Private Limited,Business Development Associate,Bangalore,,"₹ 3,00,000 - 5,00,000"
Kriya Living,Junior Interior Designer,Bangalore,,"₹ 2,40,000 - 3,00,000"
BRIDGEMARK CORPORATE SERVICE,Accountant,Bangalore,,"₹ 2,40,000 - 3,00,000"
Infiny Technologies,Junior Data Entry Specialist,Work from home,,"₹ 4,00,000 - 7,00,000"
CloudBird Digital Private Limited,Business Development Associate,Noida,,"₹ 2,00,000 - 3,00,000"
WeDo Marketing,Business Development Manager,Work from home,,"₹ 10,00,000"
Trade Brains,Financial Analyst,Bangalore,,"₹ 3,60,000 - 4,00,000"
Goodera,Associate - Client Engagement,Bangalore,,"₹ 6,00,000 - 9,00,000"
Goodera,Associate Graphic Designer,Bangalore,,"₹ 5,00,000 - 10,00,000"
Systemic Altruism,Content Creator,Work from home,,"₹ 4,00,000 - 7,00,000"
Persist Ventures,Content Creator,Work from home,,"₹ 4,00,000 - 8,00,000"
Goodera,Consultant - Program Management,Bangalore,,"₹ 5,50,000 - 6,00,000"
Goodera,Associate - Ngo Partnership,Bangalore,,"₹ 3,50,000 - 5,00,000"
Vscale Consulting LLP,Junior Web3 Marketing Executive,Work from home,,"₹ 2,00,000 - 3,00,000"
Zigsaw Consultancy,Business Development Manager,Greater Noida,,"₹ 5,00,000 - 8,00,000"
Hagerstone International Private Limited,Interior Designer,Noida,,"₹ 2,00,000 - 2,40,000"
Kitty Technologies Private Limited,International Voice Process,Nagercoil,,"₹ 2,00,000 - 2,10,000"
SUMIT NAGAR,"Mechatronic Sensors & Datalogger (Force, Pressure, Strain)",Jaipur,,"₹ 2,00,000 - 2,44,000"
My Discounto,Content Writer,Ghaziabad,,"₹ 2,40,000 - 3,00,000"
Robust Tech Solutions,Front End Developer,Work from home,,"₹ 5,00,000 - 7,00,000"
Garvit Shah,Video Editor,Ahmedabad,,"₹ 2,00,000 - 2,50,000"
Third Wave Coffee Roasters,Community Manager,Pune,,"₹ 2,00,000 - 3,00,000"
Persist Ventures,Senior Technical HR Manager,Work from home,,"₹ 5,00,000 - 8,00,000"
Vrushali Chavan,Business Development Associate,Mumbai,,"₹ 2,80,000 - 3,00,000"
Vscale Consulting LLP,Digital Marketing Associate,Work from home,,"₹ 3,00,000 - 4,00,000"
Trupti R,Corporate Sales Executive,Palghar,,"₹ 2,00,000 - 2,50,000"
Bhavika  Vinay,Customer Service Executive,Mumbai,,"₹ 2,00,000 - 4,00,000"
Aasaanjobs,Tele Sales Executive,Delhi,,"₹ 2,00,000 - 2,40,000"
ASHPLANET SOLUTIONS,Digital Marketing & E-Commerce Specialist,Bangalore,,"₹ 2,00,000 - 3,00,000"
Coltene Whaledent Private Limited,Electronics Engineer,Navi Mumbai,,"₹ 2,50,000 - 4,50,000"
Galactic Future,Electrical Engineer,Noida,,"₹ 2,00,000 - 2,20,000"
Magpie International,Associate Business Analyst,Hyderabad,,"₹ 3,00,000 - 4,75,000"
CashFlo,Business Advisor (Sales),Mumbai,,"₹ 4,00,000"
Vscale Consulting LLP,Web3 Digital Marketing Executive,Work from home,,"₹ 3,00,000 - 4,00,000"
Devnagri AI Private Limited,Administration Executive,Noida,,"₹ 2,52,000 - 2,55,000"
Shankar IAS Academy,Typist,Chennai,,"₹ 2,00,000 - 3,00,000"
Airvincible,Business Development Executive,Indore,,"₹ 2,16,000 - 2,40,000"
Ample Links,Lead Generation Associate,Delhi,,"₹ 3,00,000 - 4,00,000"
Mukesh Shrivastava,Corporate Sales Manager,Delhi,,"₹ 2,00,000 - 2,50,000"
Vizza Fintech Private Limited,Tamil Voice Process,Chennai,,"₹ 2,50,000 - 3,50,000"
Raj Placement Services,Field Sales Executive,Pune,,"₹ 2,00,000 - 3,60,000"
Impana Umesh,Sales Executive,Bangalore,,"₹ 2,00,000 - 3,50,000"
RD Electronics & Refrigeration,Accounts Executive,Bangalore,,"₹ 2,40,000 - 3,00,000"
Suma Infotech Private Limited,Customer Service Specialist,Noida,,"₹ 3,50,000 - 7,20,000"
Venator Search Partners,Talent Acquisition Associate/Specialist,Mumbai,,"₹ 3,00,000 - 5,00,000"
Youngtumblers Private Limited,Operations Associate,Bangalore,,"₹ 2,25,000 - 3,00,000"
Eminence,Business Development Executive,Delhi,,"₹ 3,00,000 - 5,00,000"
Cranberry - Empower Digital Health (OPC) Pvt Ltd,Junior Social Media Marketing Associate,Bangalore,,"₹ 3,00,000 - 3,60,000"
Vishal  Talwar,Management Trainee Sales,Gurgaon,,"₹ 3,50,000 - 4,00,000"
Mindtide.ai,Associate Software Developer,Work from home,,"₹ 2,00,000 - 2,40,000"
Shah & Parekh Consultancy,Administration Associate,Mumbai,,"₹ 2,00,000"
Unibots,PPC Specialist-Google Ads,Delhi,,"₹ 2,75,000 - 3,50,000"
A A Garg & Company,Graphic Designer,Mumbai,,"₹ 3,00,000 - 4,00,000"
Hftsolution,Proudction Support Engineer,Work from home,,"₹ 3,00,000 - 3,50,000"
Riya Shah,Junior Talent Acquisition Associate,Ahmedabad,,"₹ 2,00,000 - 3,00,000"
Tanisha Garg,Graphic Designer,Work from home,,"₹ 2,00,000 - 2,50,000"
Southern Decors,Architect,Chennai,,"₹ 2,00,000 - 2,50,000"
Fintune,Data Analyst,Pune,,"₹ 2,00,000 - 2,80,000"
Sapio Analytics,Customer Service Associate,Mumbai,,"₹ 3,00,000 - 4,20,000"
Netsterz Infotech Private Limited,Digital Marketing Associate,Mohali,,"₹ 2,00,000 - 2,10,000"
Institute Of Risk Management (IRM) India,Assistant Manager - Admissions,Mumbai,,"₹ 4,00,000 - 4,50,000"
Sarveshwar Machine Tools,Corporate Sales Executive,Ajmer,,"₹ 2,00,000 - 2,50,000"
Truhemp OPC Private Limited,Corporate Sales Associate,Work from home,,"₹ 2,00,000 - 6,00,000"
Everything Beautiful Retail Private Limited,Accountant,Bangalore,,"₹ 2,00,000 - 2,50,000"
Standard Retail Private Limited,Corporate Sales Executive,Mumbai,,"₹ 2,40,000 - 3,60,000"
Trafex India Private Limited,Business Development Associate,Patiala,,"₹ 2,00,000 - 3,00,000"
Metaverse Innovations Private Limited,Deputy Branch Manager - Gold Loan,Ichalkaranji,,"₹ 2,40,000 - 3,00,000"
Aradhana Skills,Marketing Analyst,Pune,,"₹ 2,00,000 - 3,00,000"
